NaptanCode,CommonName,Street,LocalityName,BusStopType,x,y
73725439,Station Road,A85,St Fillans,MKD,269961,724152
73724372,Arrans Hotel,A85,St Fillans,MKD,269564,724088
73723432,Arrans Hotel,A85,St Fillans,MKD,269558,724099
73724368,Achray House Hotel,A85,St Fillans,MKD,269256,724285
73723434,Achray House Hotel,A85,St Fillans,MKD,269242,724295
73724242,Four Seasons Hotel,A85,St Fillans,MKD,269093,724399
73725236,Burrell Square,Burrell Street,Crieff,MKD,286149,721653
73724284,Meadow Place,Burrell Street,Crieff,MKD,286115,721596
73726892,Graham Court,Prieston Road,Bankfoot,HAR,306792,735266
73724684,Hollybush Road,Hollybush Drive,Crieff,HAR,287260,721579
73725468,Broich Terrace,Broich Terrace,Crieff,MKD,286479,721265
73724852,Commissioner Street,Commissioner Street,Crieff,CUS,286360,721353
73724682,Turleum Road,Turleum Road,Crieff,HAR,287327,721471
73725232,Fletcher Place,McCowan Avenue,Crieff,CUS,287205,721368
73725465,Alligan Road,Maxton Road,Crieff,CUS,287021,721193
73724986,Health Centre,King Street,Crieff,MKD,286173,721353
73724978,Sauchie Road,Burrell Street,Crieff,MKD,286003,721274
73724575,Glenogle Court,Sauchie Road,Crieff,MKD,285945,721585
73724982,Laggan Road,Laggan Road,Crieff,CUS,285606,722131
73724354,Laggan Road,Laggan Road,Crieff,CUS,285585,722126
73724895,Angus Crescent,Highland Road,Crieff,HAR,285570,722033
73724236,Angus Crescent,Highland Road,Crieff,HAR,285586,721990
73725253,Morrisons Academy West,Coldwells Road,Crieff,MKD,286291,721806
73725246,Chapel Road,North Bridge Street,Crieff,MKD,285848,721037
73724323,Chapel Road,North Bridge Street,Crieff,MKD,285833,721007
73724749,McHaney Court,South Bridgend,Crieff,MKD,285660,720829
73724237,McHaney Court,South Bridgend,Crieff,MKD,285660,720778
73724643,Visitor Centre,Muthill Road,Crieff,MKD,285730,720535
73723657,Monzie Road End,A822,Gilmerton,CUS,288520,723882
73725473,Monzie Road End,A822,Gilmerton,CUS,288523,723871
73725464,Road End,A9,Windyedge,MKD,305641,721385
73724934,DEL-Forteviot Road End,A9,Upper Cairnie,MKD,303221,719044
73724863,DEL-Forteviot Road End,A9,Upper Cairnie,MKD,303217,719068
73723652,Bus Bay,C484,Glencarse,MKD,319354,721313
73724965,Pitroddie Farm Road End,C401,Kilspindie,CUS,321834,725039
73724297,Pitroddie Farm Road End,C401,Kilspindie,CUS,321838,725030
73724257,Road End,C401,Kinnaird,MKD,324658,728550
73724549,Road End,C401,Kinnaird,CUS,324664,728547
73724569,Cruachan,C401,Ballindean,CUS,325847,729326
73723935,Cruachan,C401,Ballindean,CUS,325847,729310
73724562,Baledgarno,B953,Inchture,CUS,327611,730087
73723767,Baledgarno,B953,Inchture,CUS,327594,730084
73724832,Road End,C405,Dundriven,CUS,325096,734342
73723758,Phone Box,Newtyle Road,Kettins,CUS,323837,739115
73724346,Bank Of Scotland,Union Street,Coupar Angus,MKD,322220,740037
73723757,Library,Union Street,Coupar Angus,MKD,322299,740162
73723724,Waverly Court,Forfar Road,Coupar Angus,MKD,322373,740295
73723725,Strathmore Place,Dundee Road,Meigle,MKD,328737,744508
73723697,Belmont Place,Dundee Road,Meigle,MKD,328878,744327
73725395,Belmont Place,Dundee Road,Meigle,MKD,328832,744374
73725396,Strathmore Place,Dundee Road,Meigle,CUS,328731,744498
73723693,Cottage Hospital,Dundee Road,Meigle,MKD,329019,744130
73723643,Cottage Hospital,Dundee Road,Meigle,MKD,329038,744067
73725397,Belmont Castle,Dundee Road,Meigle,MKD,329005,743694
73723646,Belmont Castle,Dundee Road,Meigle,MKD,329021,743672
73725398,Meigle Road,Airlie Street,Alyth,MKD,324978,747931
73723792,Kirkton Road,Alyth Road,Rattray,MKD,318961,745743
73724789,Kirkton Road,Alyth Road,Rattray,MKD,318948,745734
73723673,Honeyberry Drive,High Street,Rattray,MKD,318728,745656
73725438,Honeyberry Drive,High Street,Rattray,MKD,318771,745660
73724258,Sidlaw Road,High Street,Rattray,MKD,318477,745531
73725263,Sidlaw Road,High Street,Rattray,MKD,318536,745564
73725426,Boat Brae,Boat Brae,Rattray,MKD,318160,745280
73723787,Newmilne Cottages,A93,Guildtown,MKD,313178,730353
73724724,Newmilne Cottages,A93,Guildtown,CUS,313178,730371
73723786,Hall Road,Main Road,Guildtown,MKD,313325,731671
73724765,Hall Road,Main Road,Guildtown,MKD,313311,731717
73723729,Wolfhill Road,Main Road,Guildtown,MKD,313254,732183
73724747,Wolfhill Road,Main Road,Guildtown,MKD,313263,732214
73723739,Ardblair Road,A93,Blairgowrie,MKD,317344,743596
73724767,Whinstead,Perth Road,Blairgowrie,MKD,317452,744111
73723732,Essendy Road,Perth Road,Blairgowrie,MKD,317460,744252
73723745,West Altamount lane,Perth Street,Blairgowrie,MKD,317487,744424
73723746,West Altamount lane,Perth Street,Blairgowrie,MKD,317490,744530
73723735,Ardblair Road,Perth Road,Blairgowrie,MKD,317335,743578
73724285,Ann Street,Perth Street,Blairgowrie,MKD,317511,744646
73724694,Ann Street,Perth Street,Blairgowrie,MKD,317509,744702
73725428,Dunkeld Road,Perth Street,Blairgowrie,MKD,317567,744815
73723679,Dunkeld Road,Perth Street,Blairgowrie,MKD,317601,744900
73724278,Jessie Street,Perth Street,Blairgowrie,MKD,317656,744975
73724296,High Street,High Street,Blairgowrie,MKD,317800,745260
73724395,St Ninians Road,Airlie Street,Alyth,MKD,324739,748298
73724925,St Ninians Road,Airlie Street,Alyth,MKD,324721,748345
73724394,Airlie Place,Airlie Street,Alyth,MKD,324828,748162
73724924,Airlie Place,Airlie Street,Alyth,MKD,324793,748244
73724898,Briarbank,Meigle Road,Alyth,MKD,325209,747941
73726939,Newhall Street,Prieston Road,Bankfoot,HAR,306600,735252
73748746,Thorn,A926,Alyth,CUS,323259,746755
73786938,Newlands Farm,B919,Wester Balgedie,CUS,315799,705016
73726942,Prison,Edinburgh Road,Perth,MKD,311732,722583
73725936,Princes Street,Princes Street,Perth,MKD,311920,723306
73725937,Edinburgh Road,Edinburgh Road,Perth,MKD,311911,723026
73725938,Edinburgh Road,Edinburgh Road,Perth,MKD,311895,723038
73725939,Prison,Edinburgh Road,Perth,MKD,311712,722502
73725942,Tesco,Edinburgh Road,Friarton,MKD,311510,722012
73725943,Friarton Road,Edinburgh Road,Friarton,MKD,311701,721428
73726452,Craigclowan School,Edinburgh Road,Scoonieburn,MKD,312146,721025
73725945,Friarton Road,Edinburgh Road,Friarton,MKD,311703,721438
73725946,Cottages,A912,Craigend,MKD,312026,720319
73725947,Cottages,A912,Craigend,MKD,311931,720311
73725784,Wallacetown Road,A912,Bridge of Earn,MKD,313165,718845
73725785,Wallacetown Road,A912,Bridge of Earn,MKD,313211,718813
73725792,Side Street,Main Street,Bridge of Earn,MKD,313170,718253
73725789,Side Street,Main Street,Bridge of Earn,MKD,313183,718260
73726298,Balmanno Park,Wicks O'Baiglie Road,Kintillo,CUS,313384,717750
73752543,Farragon Drive,Farragon Drive,Aberfeldy,CUS,285975,749052
73752729,Taybridge Terrace,Taybridge Terrace,Aberfeldy,MKD,285378,749313
73753539,Leetown,Low Carse Road,St Madoes,CUS,320832,721340
73759258,Murray Terrace,Murray Terrace,Viewlands,HAR,310201,723088
73758527,Viewlands Place,Viewlands Place,Viewlands,HAR,310315,723068
73727975,Cottown,Low Carse Road,St Madoes,CUS,320468,721193
73728356,Hill Farm Cottages,Low Carse Road,Errol,CUS,322757,721606
73728263,Mains of Errol,Low Carse Road,Errol,CUS,323950,721955
73725965,Nethermill,A913,Aberargie,MKD,316392,715813
73725967,Front Row,A913,Aberargie,MKD,316524,715832
73725968,Glenfoot Road,A913,Abernethy,MKD,317387,715810
73725732,Castlelaw Crescent,Perth Road,Abernethy,MKD,318124,716047
73725734,Castlelaw Crescent,Perth Road,Abernethy,MKD,318168,716042
73725735,Lismore,Perth Road,Abernethy,MKD,318419,716128
73725736,Annfield,Perth Road,Abernethy,MKD,318474,716137
73725737,Hotel,Back Dykes,Abernethy,MKD,318769,716419
73725738,Hotel,Back Dykes,Abernethy,MKD,318792,716474
73725743,Inkerman Alley,Back Dykes,Abernethy,MKD,319094,716547
73725745,Inkerman Alley,Back Dykes,Abernethy,MKD,319138,716564
73725746,Southfield,Newburgh Road,Abernethy,MKD,319468,716716
73725747,Cemetery,A913,Abernethy,CUS,320216,717131
73726262,Duncrievie,B996,Glenfarg,MKD,313840,709714
73726263,Duncrievie,B996,Glenfarg,MKD,313813,709725
73725959,Elm Cottage,Main Street,Glenfarg,MKD,313566,710059
73726264,Elm Cottage,Main Street,Glenfarg,MKD,313565,710089
73726265,Ladeside,Main Street,Glenfarg,MKD,313503,710419
73726269,Greenbank Road,Main Street,Glenfarg,MKD,313563,710720
73726272,Greenbank Road,Main Street,Glenfarg,MKD,313562,710773
73726273,Hillwood,Main Street,Glenfarg,MKD,313622,711011
73726274,Fordel Road End,B996,Glenfarg,MKD,313741,711460
73726275,Fordel Road End,B996,Glenfarg,MKD,313816,711509
73726276,Bein Inn,B996,Glenfarg,MKD,315971,713036
73726278,Bein Inn,B996,Glenfarg,MKD,316013,713073
73725969,Balnagowan,A912,Aberargie,MKD,316107,715714
73725972,Balnagowan,A912,Aberargie,CUS,316057,715742
73725896,Ashley House,Perth Road,Milnathort,MKD,312463,704836
73725897,Burleigh Road Junction,Perth Road,Milnathort,MKD,312350,704797
73725898,Victoria Avenue,New Road,Milnathort,MKD,312271,704757
73725923,Victoria Avenue,New Road,Milnathort,MKD,312220,704757
73726379,Balado Crossroads,A977,Balado,CUS,308584,702198
73726239,Drumhead,Main Street,Drum,MKD,304320,700630
73725986,Fossoway Garage,A977,Crook of Devon,MKD,303896,700293
73725987,Fossoway Garage,A977,Crook of Devon,MKD,303879,700300
73725989,Post Office,Main Street,Crook of Devon,MKD,303647,700214
73726325,Gartwhinzean Loan,A977,Powmill,MKD,301366,697744
73726326,Gartwhinzean Loan,A977,Powmill,MKD,301341,697734
73726235,Naemoor Road,Main Street,Crook of Devon,MKD,303298,700190
73725836,Kirklands Hotel,High Street,Kinross,MKD,311891,702393
73725834,Lomond Mews,Station Road,Kinross,MKD,311759,702288
73725837,Green Hotel,The Muirs,Kinross,MKD,311818,702604
73728234,Mains of Errol,Low Carse Road,Errol,CUS,323966,721985
73725842,The Muirs,B996,Kinross,MKD,311701,702939
73725843,Gallowhill Road,The Muirs,Kinross,MKD,311601,703277
73725845,Gallowhill Road,The Muirs,Kinross,MKD,311582,703314
73725752,Castle Wynd,High Street,Auchterarder,MKD,294724,712966
73725753,Castle Wynd,High Street,Auchterarder,MKD,294685,712935
73725757,St Kessogs Place,High Street,Auchterarder,MKD,294268,712747
73725758,Spar,High Street,Auchterarder,MKD,294187,712675
73725759,Sydney Crescent,Townhead,Auchterarder,MKD,293977,712583
73725762,St Margaret's Hospital,Western Road,Auchterarder,MKD,293830,712453
73725763,St Margaret's Hospital,Western Road,Auchterarder,MKD,293802,712442
73726382,Berrydyke Farm,A822,Braco,MKD,284346,711327
73726383,Berrydyke Farm,A822,Braco,MKD,284324,711317
73726386,Greenhaugh Way,Front Street,Braco,MKD,283703,709430
73726387,Greenhaugh Way,Front Street,Braco,MKD,283689,709283
73726279,Allanbank Inn,A822,Greenloaning,MKD,283495,707830
73726282,Allanbank Inn,A822,Greenloaning,MKD,283501,707820
73726454,Mid Lane,Smiddy Brae,Braco,MKD,283694,709595
73746246,Leadenflower Place,Leadenflower Street,Crieff,CUS,286714,721524
73734247,Lochend Farm Shop,B920,Scotlandwell,CUS,318203,700440
73748535,Lochend Farm Shop,B920,Scotlandwell,CUS,318187,700444
73734328,Garden Cottage,Findo Gask Road,Broom of Dalreoch,CUS,300116,717393
73745685,Charlesfield,Findo Gask Road,Broom of Dalreoch,CUS,300603,719136
73757425,Blairbell Cottage,Mill of Gask Road,Findo Gask,CUS,302076,720399
73739758,Charlesfield,Findo Gask Rd,Broom of Dalreoch,CUS,300630,719108
73732865,Garden Cottage,Findo Gask Road,Broom of Dalreoch,CUS,300123,717379
73736954,Breadalbane Community Campus,Crieff Road,Aberfeldy,MKD,285394,748903
73734252,The Hub,off Muirhall Road,Kinnoull,MKD,312851,724112
73787285,Rohallion,off Muirhall Road,Kinnoull,MKD,312990,724129
73734569,Newlands Farm,B919,Wester Balgedie,CUS,315808,705032
73745856,Loch Rannoch Hotel,B846,Kinloch Rannoch,CUS,265355,758879
73749257,Clunbeg,B8079,Blair Atholl,CUS,289293,764361
73734248,Clunbeg,B8079,Blair Atholl,CUS,289260,764364
73769594,Dewars World of Whisky,A827,Aberfeldy,CUS,286497,749564
73736982,Moness Resort,A826,Aberfeldy,CUS,285679,748559
73745972,Griffin Wind Farm,A826,Amulree,CUS,290772,742237
73734249,Griffin Wind Farm,A826,Amulree,CUS,290831,742022
73793269,Auchingarrich Wildlife Centre,U198,Comrie,CUS,278956,719719
73765825,Hydro Hotel,off Ferntower Road,Crieff,CUS,286607,722375
73753793,West Lowbank Cottage,C411,Trinity Gask,CUS,294250,717059
73737238,Moness Resort,A826,Aberfeldy,CUS,285663,748563
73784375,Famous Grouse Experience,Glenturret Distillery Ro,Crieff,CUS,285659,723445
73753895,The Lade,St Catherines Road,Perth,MKD,311185,724026
73728264,Monart Road,St Catherines Road,Perth,MKD,311223,723878
73753928,Clunie Bridge Road,Atholl Road,Pitlochry,MKD,293239,758571
73793296,Clunie Bridge Road,Atholl Road,Pitlochry,MKD,293212,758577
73757686,Depot,A822,Inver,CUS,302413,742088
73739894,Depot,A822,Inver,CUS,302434,742067
73784637,East Kirkton Farm,B8062,Auchterarder,CUS,294763,713878
73787289,East Kirkton Farm,B8062,Auchterarder,CUS,294748,713876
73765484,West Mains Farm,C410,Huntingtower,CUS,307155,724826
73734256,West Mains Farm,C410,Huntingtower,CUS,307150,724847
73739835,Donafuil,B846,Coshieville,CUS,277904,749052
73745868,Glenlyon Road End,C449,Fortingall,CUS,273291,746833
73748724,Glenlyon Road End,C449,Fortingall,CUS,273354,746851
73734257,Preston Watson Street,Station Road,Errol,MKD,325659,723338
73736975,Gleneagles Station,Access Road,Auchterarder,MKD,292887,710514
73745737,Club,A827,Kenmore,CUS,277107,745657
73736978,Mains of Keithick Farm,A94,Burrelton,CUS,321088,738643
73748726,Mains of Keithick Farm,A94,Burrelton,CUS,321101,738634
73748723,Balmyle Farm,A94,Meigle,CUS,327586,744475
